Player,Pos,Age,MP,Starts,Min,90s,Gls,Ast,CrdY,CrdR,Gls_p90,Ast_p90,Country,Pos_sh,Age_sh,90s_sh,Sh,SoT,SoT_pct,Sh_p90,SoT_p90,G_per_Sh,G_per_SoT,Pos_misc,Age_misc,90s_misc,Fls,Fld,Off,Crs,Int,TklW,Pos_gk,Age_gk,MP_gk,Starts_gk,Min_gk,90s_gk,GA,GA90,SoTA,Saves,Save_pct,CS,CS_pct,match_name,Player_tm,Height,Foot,International matches,Goals,TM_Position,Pos_tm,Value_M,Age_tm
Luka Vušković,DF,19-131,,1,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,Croatia,DF,19-131,0.7,0.0,0.0,,0.0,0.0,,,DF,19-131,0.7,1.0,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,luka vuskovic,Luka Vuskovic,"1,93m",right,6,1,Centre-Back,DF,60.0,19
Igor Matanović,FW,23-096,,0,95.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,Croatia,FW,23-096,1.1,4.0,2.0,50.0,3.79,1.89,0.0,0.0,FW,23-096,1.1,4.0,3.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,igor matanovic,Igor Matanovic,"1,94m",right,11,2,Centre-Forward,FW,22.0,23
Andrej Kramarić,"FW,MF",35-016,,0,59.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,Croatia,"FW,MF",35-016,0.7,1.0,0.0,0.0,1.53,0.0,0.0,,"FW,MF",35-016,0.7,0.0,0.0,1.0,2.0,0.0,1.0,,,,,,,,,,,,,,andrej kramaric,Andrej Kramaric,"1,77m",right,118,36,Attacking Midfield,MF,2.5,35
Luka Sučić,"FW,MF",23-300,,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,Croatia,"FW,MF",23-300,0.2,1.0,0.0,0.0,4.74,0.0,0.0,,"FW,MF",23-300,0.2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,luka sucic,Luka Sucic,"1,85m",left,22,1,Central Midfield,MF,10.0,23
Duje Ćaleta-Car,DF,29-291,,0,,,,,,,,,Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,duje caleta car,Duje Caleta-Car,"1,93m",right,38,1,Centre-Back,DF,2.8,29
Martin Erlić,DF,28-162,,0,,,,,,,,,Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,martin erlic,Martin Erlić,"1,92m",right,13,1,Centre-Back,DF,4.0,28
Toni Fruk,"FW,MF",25-118,,0,,,,,,,,,Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,toni fruk,Toni Fruk,"1,77m",left,7,1,Attacking Midfield,MF,9.0,25
Kristijan Jakić,"DF,MF",29-052,,0,,,,,,,,,Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kristijan jakic,Kristijan Jakic,"1,81m",right,17,2,Defensive Midfield,MF,6.0,29
Dominik Kotarski,GK,26-145,,0,,,,,,,,,Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik kotarski,Dominik Kotarski,"1,90m",right,4,0,Goalkeeper,GK,5.0,26
Nikola Moro,MF,28-115,,0,,,,,,,,,Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nikola moro,Nikola Moro,"1,83m",right,10,0,Defensive Midfield,MF,7.0,28
Ivor Pandur,GK,26-102,,0,,,,,,,,,Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ivor pandur,Ivor Pandur,"1,87m",right,-,0,Goalkeeper,GK,4.5,26
Leandro Bacuna,MF,34-314,3.0,3,270.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,Curaçao,MF,34-314,3.0,6.0,1.0,16.7,2.0,0.33,0.0,0.0,MF,34-314,3.0,3.0,3.0,0.0,4.0,0.0,3.0,,,,,,,,,,,,,,leandro bacuna,Leandro Bacuna,"1,80m",right,74.0,16,Central Midfield,MF,0.25,34
Sherel Floranus,DF,27-312,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Curaçao,DF,27-312,3.0,2.0,0.0,0.0,0.67,0.0,0.0,,DF,27-312,3.0,2.0,0.0,1.0,0.0,4.0,6.0,,,,,,,,,,,,,,sherel floranus,Sherel Floranus,"1,81m",right,29.0,0,Left-Back,DF,0.8,27
Armando Obispo,DF,27-118,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Curaçao,DF,27-118,3.0,0.0,0.0,,0.0,0.0,,,DF,27-118,3.0,1.0,0.0,1.0,0.0,7.0,1.0,,,,,,,,,,,,,,armando obispo,Armando Obispo,"1,85m",left,9.0,0,Centre-Back,DF,4.0,27
Eloy Room,GK,37-145,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Curaçao,GK,37-145,3.0,0.0,0.0,,0.0,0.0,,,GK,37-145,3.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,37-145,3.0,3.0,270.0,3.0,9.0,3.0,29.0,20.0,69.0,1.0,33.3,eloy room,Eloy Room,"1,90m",right,73.0,0,Goalkeeper,GK,0.15,37
Juninho Bacuna,MF,28-328,3.0,3,254.0,2.8,0.0,0.0,2.0,0.0,0.0,0.0,Curaçao,MF,28-328,2.8,5.0,1.0,20.0,1.77,0.35,0.0,0.0,MF,28-328,2.8,6.0,3.0,0.0,5.0,5.0,4.0,,,,,,,,,,,,,,juninho bacuna,Juninho Bacuna,"1,78m",right,52.0,14,Central Midfield,MF,1.7,28
Tahith Chong,MF,26-209,3.0,3,247.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,Curaçao,MF,26-209,2.7,4.0,2.0,50.0,1.46,0.73,0.0,0.0,MF,26-209,2.7,3.0,13.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,tahith chong,Tahith Chong,"1,85m",left,9.0,3,Attacking Midfield,MF,3.5,26
Deveron Fonville,DF,23-046,3.0,3,241.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,Curaçao,DF,23-046,2.7,0.0,0.0,,0.0,0.0,,,DF,23-046,2.7,2.0,3.0,0.0,0.0,5.0,3.0,,,,,,,,,,,,,,deveron fonville,Deveron Fonville,"1,88m",left,5.0,0,Centre-Back,DF,1.5,23
Jürgen Locadia,FW,32-236,3.0,3,235.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,Curaçao,FW,32-236,2.6,1.0,0.0,0.0,0.38,0.0,0.0,,FW,32-236,2.6,3.0,4.0,2.0,0.0,1.0,0.0,,,,,,,,,,,,,,jurgen locadia,Jürgen Locadia,"1,93m",right,16.0,1,Centre-Forward,FW,0.2,32
Livano Comenencia,MF,22-148,3.0,3,233.0,2.6,1.0,0.0,1.0,0.0,0.39,0.0,Curaçao,MF,22-148,2.6,5.0,2.0,40.0,1.93,0.77,0.2,0.5,MF,22-148,2.6,4.0,1.0,0.0,1.0,11.0,1.0,,,,,,,,,,,,,,livano comenencia,Livano Comenencia,"1,85m",right,22.0,3,Right-Back,DF,0.5,22
Joshua Brenet,DF,32-103,2.0,2,179.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Curaçao,DF,32-103,2.0,0.0,0.0,,0.0,0.0,,,DF,32-103,2.0,0.0,1.0,1.0,0.0,1.0,4.0,,,,,,,,,,,,,,joshua brenet,Joshua Brenet,"1,81m",right,19.0,2,Right-Back,DF,1.0,32
Juriën Gaari,DF,32-190,2.0,2,166.0,1.8,0.0,0.0,1.0,0.0,0.0,0.0,Curaçao,DF,32-190,1.8,2.0,0.0,0.0,1.08,0.0,0.0,,DF,32-190,1.8,4.0,1.0,0.0,0.0,2.0,2.0,,,,,,,,,,,,,,jurien gaari,Juriën Gaari,"1,83m",right,61.0,1,Centre-Back,DF,0.35,32
Riechedly Bazoer,DF,29-262,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Curaçao,DF,29-262,1.0,0.0,0.0,,0.0,0.0,,,DF,29-262,1.0,2.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,riechedly bazoer,Riechedly Bazoer,"1,84m",right,6.0,0,Centre-Back,DF,1.5,29
Sontje Hansen,FW,24-044,1.0,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,Curaçao,FW,24-044,0.5,1.0,1.0,100.0,2.0,2.0,0.0,0.0,FW,24-044,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,sontje hansen,Sontje Hansen,"1,76m",right,7.0,1,Right Winger,FW,3.5,24
Jeremy Antonisse,"FW,MF",24-094,2.0,0,75.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,Curaçao,"FW,MF",24-094,0.8,1.0,0.0,0.0,1.2,0.0,0.0,,"FW,MF",24-094,0.8,0.0,0.0,0.0,8.0,0.0,1.0,,,,,,,,,,,,,,jeremy antonisse,Jeremy Antonisse,"1,64m",right,28.0,4,Left Winger,FW,0.8,24
Jearl Margaritha,"FW,MF",26-082,2.0,0,41.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,Curaçao,"FW,MF",26-082,0.5,1.0,0.0,0.0,2.2,0.0,0.0,,"FW,MF",26-082,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,jearl margaritha,Jearl Margaritha,"1,81m",right,24.0,5,Left Winger,FW,1.0,26
Gervane Kastaneer,"FW,MF",30-022,3.0,0,30.0,0.3,0.0,0.0,2.0,0.0,0.0,0.0,Curaçao,"FW,MF",30-022,0.3,1.0,0.0,0.0,3.0,0.0,0.0,,"FW,MF",30-022,0.3,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,gervane kastaneer,Gervane Kastaneer,"1,89m",right,32.0,9,Centre-Forward,FW,0.225,30
Kenji Gorré,"FW,MF",31-275,1.0,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,Curaçao,"FW,MF",31-275,0.2,0.0,0.0,,0.0,0.0,,,"FW,MF",31-275,0.2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,kenji gorre,Kenji Gorré,"1,74m",right,38.0,6,Left Winger,FW,0.6,31
Roshon van Eijma,DF,28-022,1.0,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,Curaçao,DF,28-022,0.2,0.0,0.0,,0.0,0.0,,,DF,28-022,0.2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,roshon van eijma,Roshon van Eijma,"1,86m",right,28.0,1,Centre-Back,DF,0.375,28
Tyrese Noslin,MF,23-293,1.0,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,Curaçao,MF,23-293,0.2,0.0,0.0,,0.0,0.0,,,MF,23-293,0.2,0.0,2.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,tyrese noslin,Tyrese Noslin,"1,82m",right,8.0,1,Right Midfield,MF,0.75,23
Godfried Roemeratoe,MF,26-316,1.0,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,Curaçao,MF,26-316,0.1,0.0,0.0,,0.0,0.0,,,MF,26-316,0.1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,godfried roemeratoe,Godfried Roemeratoe,"1,78m",right,29.0,1,Defensive Midfield,MF,0.35,26
Brandley Kuwas,"FW,MF",33-285,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Curaçao,"FW,MF",33-285,0.0,0.0,0.0,,0.0,0.0,,,"FW,MF",33-285,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,brandley kuwas,Brandley Kuwas,"1,81m",left,36.0,2,Right Winger,FW,0.25,33
Shurandy Sambo,DF,24-316,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Curaçao,DF,24-316,0.0,0.0,0.0,,0.0,0.0,,,DF,24-316,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,shurandy sambo,Shurandy Sambo,"1,74m",right,9.0,0,Right-Back,DF,1.3,24
Tyrick Bodak,GK,24-047,0.0,0,,,,,,,,,Curaçao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tyrick bodak,Tyrick Bodak,"1,90m",right,4.0,0,Goalkeeper,GK,0.025,24
Trevor Doornbusch,GK,26-360,0.0,0,,,,,,,,,Curaçao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trevor doornbusch,Trevor Doornbusch,"1,88m",right,8.0,0,Goalkeeper,GK,0.05,26
Kevin Felida,MF,26-232,0.0,0,,,,,,,,,Curaçao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kevin felida,Kevin Felida,"1,74m",right,19.0,1,Defensive Midfield,MF,0.4,26
Ar'jany Martha,"DF,FW",22-300,0.0,0,,,,,,,,,Curaçao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,arjany martha,Ar'jany Martha,"1,80m",left,8.0,2,Right Winger,FW,0.7,22
Vladimír Coufal,"MF,DF",33-313,3.0,3,270.0,3.0,0.0,1.0,0.0,0.0,0.0,0.33,Czechia,"MF,DF",33-313,3.0,1.0,0.0,0.0,0.33,0.0,0.0,,"MF,DF",33-313,3.0,4.0,3.0,1.0,20.0,2.0,1.0,,,,,,,,,,,,,,vladimir coufal,Vladimír Coufal,"1,75m",right,65.0,2,Right-Back,DF,2.5,33
Robin Hranáč,DF,26-153,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Czechia,DF,26-153,3.0,0.0,0.0,,0.0,0.0,,,DF,26-153,3.0,6.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,robin hranac,Robin Hranac,"1,89m",right,17.0,1,Centre-Back,DF,10.0,26
Matej Kovar,GK,26-045,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Czechia,GK,26-045,3.0,0.0,0.0,,0.0,0.0,,,GK,26-045,3.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,26-045,3.0,3.0,270.0,3.0,6.0,2.0,15.0,9.0,60.0,0.0,0.0,matej kovar,Matej Kovar,"1,96m",right,23.0,0,Goalkeeper,GK,8.0,26
Ladislav Krejčí,DF,27-072,3.0,3,270.0,3.0,1.0,0.0,1.0,0.0,0.33,0.0,Czechia,DF,27-072,3.0,5.0,1.0,20.0,1.67,0.33,0.2,1.0,DF,27-072,3.0,6.0,2.0,0.0,2.0,1.0,3.0,,,,,,,,,,,,,,ladislav krejci,Ladislav Krejčí,"1,91m",left,30.0,6,Centre-Back,DF,22.0,27
Pavel Šulc,FW,25-184,3.0,2,189.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,Czechia,FW,25-184,2.1,2.0,0.0,0.0,0.95,0.0,0.0,,FW,25-184,2.1,2.0,1.0,1.0,1.0,0.0,2.0,,,,,,,,,,,,,,pavel sulc,Pavel Sulc,"1,77m",right,24.0,5,Attacking Midfield,MF,20.0,25
Michal Sadílek,MF,27-031,3.0,2,183.0,2.0,1.0,0.0,0.0,0.0,0.49,0.0,Czechia,MF,27-031,2.0,7.0,3.0,42.9,3.44,1.48,0.14,0.33,MF,27-031,2.0,0.0,3.0,0.0,12.0,2.0,2.0,,,,,,,,,,,,,,michal sadilek,Michal Sadílek,"1,69m",left,38.0,2,Central Midfield,MF,8.0,27
Patrik Schick,FW,30-158,3.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Czechia,FW,30-158,2.0,2.0,1.0,50.0,1.0,0.5,0.0,0.0,FW,30-158,2.0,1.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,patrik schick,Patrik Schick,"1,91m",left,56.0,26,Centre-Forward,FW,18.0,30
Lukáš Červ,MF,25-082,2.0,2,163.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,Czechia,MF,25-082,1.8,3.0,2.0,66.7,1.66,1.1,0.0,0.0,MF,25-082,1.8,3.0,3.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,lukas cerv,Lukas Cerv,"1,82m",,19.0,2,Central Midfield,MF,6.0,25
Adam Hložek,FW,23-341,3.0,2,156.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,Czechia,FW,23-341,1.7,3.0,1.0,33.3,1.73,0.58,0.0,0.0,FW,23-341,1.7,4.0,4.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,adam hlozek,Adam Hlozek,"1,88m",right,46.0,5,Centre-Forward,FW,10.0,23
Tomáš Holeš,DF,33-092,2.0,2,153.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,Czechia,DF,33-092,1.7,0.0,0.0,,0.0,0.0,,,DF,33-092,1.7,2.0,2.0,0.0,0.0,4.0,3.0,,,,,,,,,,,,,,tomas holes,Tomas Holes,"1,80m",right,43.0,2,Centre-Back,DF,1.0,33
Alexandr Sojka,"MF,DF",23-090,3.0,2,141.0,1.6,0.0,1.0,0.0,0.0,0.0,0.64,Czechia,"MF,DF",23-090,1.6,0.0,0.0,,0.0,0.0,,,"MF,DF",23-090,1.6,0.0,2.0,0.0,6.0,2.0,1.0,,,,,,,,,,,,,,alexandr sojka,Alexandr Sojka,"1,88m",left,5.0,0,Central Midfield,MF,2.3,23
Tomáš Souček,MF,31-124,3.0,1,137.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,Czechia,MF,31-124,1.5,1.0,0.0,0.0,0.66,0.0,0.0,,MF,31-124,1.5,3.0,1.0,2.0,1.0,1.0,0.0,,,,,,,,,,,,,,tomas soucek,Tomáš Souček,"1,92m",right,93.0,17,Defensive Midfield,MF,10.0,31
Jaroslav Zelený,MF,33-315,2.0,1,126.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,Czechia,MF,33-315,1.4,1.0,0.0,0.0,0.71,0.0,0.0,,MF,33-315,1.4,0.0,2.0,0.0,4.0,0.0,0.0,,,,,,,,,,,,,,jaroslav zeleny,Jaroslav Zelený,"1,90m",left,25.0,0,Centre-Back,DF,0.6,33
Lukáš Provod,FW,29-251,3.0,1,122.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,Czechia,FW,29-251,1.4,1.0,0.0,0.0,0.74,0.0,0.0,,FW,29-251,1.4,2.0,1.0,1.0,5.0,1.0,3.0,,,,,,,,,,,,,,lukas provod,Lukas Provod,"1,91m",left,41.0,3,Left Winger,FW,8.0,29
Štěpán Chaloupek,DF,23-115,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Czechia,DF,23-115,1.0,0.0,0.0,,0.0,0.0,,,DF,23-115,1.0,1.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,stepan chaloupek,Stepan Chaloupek,"1,88m",right,6.0,0,Centre-Back,DF,10.0,23
David Douděra,MF,28-031,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Czechia,MF,28-031,1.0,4.0,0.0,0.0,4.0,0.0,0.0,,MF,28-031,1.0,0.0,1.0,0.0,5.0,1.0,0.0,,,,,,,,,,,,,,david doudera,David Doudera,"1,75m",right,18.0,2,Right Midfield,MF,3.5,28
Denis Višinský,FW,23-102,1.0,1,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,Czechia,FW,23-102,0.6,3.0,0.0,0.0,4.91,0.0,0.0,,FW,23-102,0.6,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,denis visinsky,Denis Visinsky,"1,78m",right,3.0,1,Attacking Midfield,MF,3.0,23
Vladimír Darida,MF,35-327,1.0,1,54.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,Czechia,MF,35-327,0.6,1.0,0.0,0.0,1.67,0.0,0.0,,MF,35-327,0.6,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,vladimir darida,Vladimír Darida,"1,72m",right,80.0,8,Central Midfield,MF,0.375,35
Tomáš Chorý,FW,31-156,2.0,0,31.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,Czechia,FW,31-156,0.3,0.0,0.0,,0.0,0.0,,,FW,31-156,0.3,2.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,tomas chory,Tomas Chory,"1,99m",right,24.0,7,Centre-Forward,FW,2.7,31
David Zima,DF,25-235,1.0,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,Czechia,DF,25-235,0.1,0.0,0.0,,0.0,0.0,,,DF,25-235,0.1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,david zima,David Zima,"1,90m",right,26.0,1,Centre-Back,DF,7.0,25
Mojmír Chytil,FW,27-063,1.0,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,Czechia,FW,27-063,0.1,0.0,0.0,,0.0,0.0,,,FW,27-063,0.1,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,mojmir chytil,Mojmír Chytil,"1,87m",right,23.0,6,Centre-Forward,FW,4.0,27
Lukáš Horníček,GK,23-353,0.0,0,,,,,,,,,Czechia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lukas hornicek,Lukas Hornicek,"1,98m",right,1.0,0,Goalkeeper,GK,18.0,23
David Jurásek,"DF,MF",25-328,0.0,0,,,,,,,,,Czechia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,david jurasek,David Jurásek,"1,83m",left,18.0,1,Left-Back,DF,5.0,25
Jan Kuchta,FW,29-174,0.0,0,,,,,,,,,Czechia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jan kuchta,Jan Kuchta,"1,85m",right,31.0,3,Centre-Forward,FW,2.7,29
Hugo Sochůrek,MF,18-024,0.0,0,,,,,,,,,Czechia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hugo sochurek,Hugo Sochurek,"1,83m",right,1.0,0,Central Midfield,MF,3.5,18
Jindřich Staněk,GK,30-065,0.0,0,,,,,,,,,Czechia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jindrich stanek,Jindrich Stanek,"1,92m",right,14.0,0,Goalkeeper,GK,2.0,30
Moisés Caicedo,MF,24-241,4.0,4,360.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,Ecuador,MF,24-241,4.0,4.0,1.0,25.0,1.0,0.25,0.0,0.0,MF,24-241,4.0,5.0,4.0,0.0,17.0,4.0,6.0,,,,,,,,,,,,,,moises caicedo,Moisés Caicedo,"1,78m",right,65.0,3,Defensive Midfield,MF,100.0,24
Hernán Galíndez,GK,39-093,4.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Ecuador,GK,39-093,4.0,0.0,0.0,,0.0,0.0,,,GK,39-093,4.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,39-093,4.0,4.0,360.0,4.0,4.0,1.0,13.0,9.0,69.2,1.0,25.0,hernan galindez,Hernán Galíndez,"1,89m",right,39.0,0,Goalkeeper,GK,0.3,39
Willian Pacho,DF,24-258,4.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Ecuador,DF,24-258,4.0,1.0,1.0,100.0,0.25,0.25,0.0,0.0,DF,24-258,4.0,3.0,2.0,0.0,0.0,8.0,2.0,,,,,,,,,,,,,,willian pacho,Willian Pacho,"1,88m",left,38.0,2,Centre-Back,DF,80.0,24
Gonzalo Plata,FW,25-242,4.0,4,360.0,4.0,1.0,0.0,1.0,0.0,0.25,0.0,Ecuador,FW,25-242,4.0,8.0,5.0,62.5,2.0,1.25,0.13,0.2,FW,25-242,4.0,5.0,4.0,0.0,8.0,2.0,5.0,,,,,,,,,,,,,,gonzalo plata,Gonzalo Plata,"1,78m",left,54.0,9,Right Winger,FW,9.0,25
Pedro Vite,MF,24-114,4.0,4,360.0,4.0,0.0,1.0,0.0,0.0,0.0,0.25,Ecuador,MF,24-114,4.0,4.0,1.0,25.0,1.0,0.25,0.0,0.0,MF,24-114,4.0,2.0,5.0,0.0,6.0,5.0,11.0,,,,,,,,,,,,,,pedro vite,Pedro Vite,"1,72m",left,21.0,1,Central Midfield,MF,6.0,24
Piero Hincapié,DF,24-173,4.0,4,339.0,3.8,0.0,0.0,1.0,1.0,0.0,0.0,Ecuador,DF,24-173,3.8,3.0,0.0,0.0,0.8,0.0,0.0,,DF,24-173,3.8,5.0,4.0,0.0,14.0,4.0,5.0,,,,,,,,,,,,,,piero hincapie,Piero Hincapié,"1,83m",left,56.0,3,Centre-Back,DF,50.0,24
John Yeboah,MF,26-008,4.0,4,311.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,Ecuador,MF,26-008,3.5,8.0,3.0,37.5,2.32,0.87,0.0,0.0,MF,26-008,3.5,0.0,4.0,0.0,11.0,3.0,3.0,,,,,,,,,,,,,,john yeboah,John Yeboah,"1,70m",left,27.0,3,Second Striker,FW,5.5,26
Enner Valencia,FW,36-239,4.0,4,287.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,Ecuador,FW,36-239,3.2,10.0,6.0,60.0,3.14,1.88,0.0,0.0,FW,36-239,3.2,4.0,7.0,2.0,1.0,0.0,1.0,,,,,,,,,,,,,,enner valencia,Enner Valencia,"1,77m",right,109.0,49,Centre-Forward,FW,1.0,36
Alan Franco,DF,27-314,4.0,4,251.0,2.8,0.0,0.0,2.0,0.0,0.0,0.0,Ecuador,DF,27-314,2.8,0.0,0.0,,0.0,0.0,,,DF,27-314,2.8,7.0,0.0,0.0,5.0,4.0,6.0,,,,,,,,,,,,,,alan franco,Alan Franco,"1,75m",right,62.0,1,Central Midfield,MF,4.5,27
Joel Ordóñez,DF,22-071,3.0,3,225.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,Ecuador,DF,22-071,2.5,2.0,0.0,0.0,0.8,0.0,0.0,,DF,22-071,2.5,1.0,1.0,0.0,0.0,1.0,5.0,,,,,,,,,,,,,,joel ordonez,Joel Ordóñez,"1,88m",right,20.0,0,Centre-Back,DF,33.0,22
Nilson Angulo,MF,23-012,4.0,2,218.0,2.4,1.0,0.0,0.0,0.0,0.41,0.0,Ecuador,MF,23-012,2.4,2.0,2.0,100.0,0.83,0.83,0.5,0.5,MF,23-012,2.4,4.0,3.0,0.0,5.0,2.0,1.0,,,,,,,,,,,,,,nilson angulo,Nilson Angulo,"1,84m",right,18.0,3,Left Winger,FW,17.0,23
Pervis Estupiñán,MF,28-161,2.0,1,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Ecuador,MF,28-161,1.0,0.0,0.0,,0.0,0.0,,,MF,28-161,1.0,3.0,0.0,0.0,2.0,0.0,1.0,,,,,,,,,,,,,,pervis estupinan,Pervis Estupiñán,"1,75m",left,56.0,5,Left-Back,DF,12.0,28
Alan Minda,MF,23-048,1.0,1,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,Ecuador,MF,23-048,0.6,2.0,0.0,0.0,3.27,0.0,0.0,,MF,23-048,0.6,0.0,1.0,0.0,2.0,1.0,0.0,,,,,,,,,,,,,,alan minda,Alan Minda,"1,74m",right,21.0,2,Right Winger,FW,3.0,23
Jordy Alcivar,MF,26-330,1.0,1,45.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,Ecuador,MF,26-330,0.5,1.0,0.0,0.0,2.0,0.0,0.0,,MF,26-330,0.5,1.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,jordy alcivar,Jordy Alcívar,"1,73m",right,12.0,1,Defensive Midfield,MF,2.0,26
